1,127.186623,126.302391
1,121.103922,119.965306
1,160.535156,157.727401
1,157.137419,154.841796
1,65.062375,63.991599
1,46.528637,45.012949
1,112.123044,110.170355
1,220.054897,219.351184
1,179.981308,178.036991
1,203.277973,198.927186
1,135.109629,134.079904
1,145.022409,142.995889
1,68.908672,68.125510
1,95.584613,92.988040
1,83.819601,82.390975
1,128.295266,126.728336
1,27.941322,26.859261
1,306.357810,297.967130
1,99.503337,99.041733
1,65.728989,64.265918
1,258.111459,253.303160
1,99.339177,97.829052
1,156.294982,154.828995
1,282.134911,281.995690
1,127.344613,124.248102
1,73.554504,71.638599
1,48.780899,47.394597
1,68.948323,67.534672
1,55.672963,54.374490
1,123.846116,121.327081
1,109.116510,105.926996
1,181.292873,176.867964
1,68.853174,67.536602
1,113.768886,110.445015
1,236.143445,231.153847
1,60.460636,58.088895
1,73.478147,71.653886
1,128.311316,127.369770
1,88.623002,85.928544
1,392.992776,382.522494
1,89.266249,88.414850
1,120.813447,119.674018
1,145.992248,144.879904
1,202.169793,202.731467
1,62.135302,60.512486
1,61.811574,60.743773
1,41.690829,40.647272
1,139.470547,138.487700
1,61.609693,60.827229
1,31.731142,29.423966
1,116.883216,113.246740
1,122.834029,121.177234
1,162.052151,161.903373
1,105.313101,105.580562
1,74.106018,73.730954
1,129.629040,127.663702
1,196.761866,191.687376
1,89.968507,88.690223
1,78.339997,76.989559
1,258.077078,254.461695
1,66.508692,65.646662
1,140.231721,134.633217
1,264.783672,259.393576
1,102.605817,100.958079
1,74.188096,73.775169
1,48.834319,47.892316
1,130.073999,126.973466
1,96.982902,94.591277
1,42.491316,41.268521
1,78.763338,76.880484
1,107.565191,102.258638
1,81.994866,78.516733
1,117.539206,113.812908
1,116.019606,114.079810
1,149.397667,147.323858
1,61.178096,60.062757
1,99.034379,97.137275
1,100.339417,98.521943
1,81.079044,80.223522
1,109.665094,108.383261
1,132.199566,129.853841
1,86.099209,83.104510
1,144.151247,143.853977
1,137.069891,135.888431
1,120.410209,119.495546
1,143.074593,141.323616
1,229.572994,225.568061
1,85.014445,84.429751
1,202.701565,200.127911
1,48.650263,47.129970
1,108.054620,107.504263
1,103.202685,100.181111
1,143.899183,143.074452
1,85.938391,84.286686
1,115.829803,112.369623
1,95.145853,92.487039
1,164.887845,162.480483
1,170.537119,165.572618
1,103.632500,103.054433
1,123.575704,122.399882
1,56.062764,56.209371
1,131.404202,129.397298
1,77.576628,76.696382
1,87.690466,86.792229
1,63.465254,62.742988
1,262.388490,264.790736
1,118.358266,116.315579
1,58.433929,57.306872
1,80.253064,79.823526
1,185.237316,183.736583
1,210.857091,209.339285
1,166.041984,163.760349
1,408.464278,400.372099
1,67.337482,65.977573
1,67.968289,66.500334
1,136.644750,133.748332
1,85.042452,85.290378
1,253.457247,257.392554
1,129.503699,127.666167
1,243.189232,251.502744
1,151.132114,156.168750
1,72.589258,72.252609
1,26.812238,25.655822
1,76.966366,76.224245
1,346.864800,340.241093
1,70.434956,68.788728
1,152.346120,149.756108
1,71.316626,70.021414
1,153.318260,151.467681
1,95.361880,94.468462
1,97.311381,97.003783
1,76.406090,75.185560
1,121.166938,118.502321
1,150.181823,146.201092
1,46.151424,45.925585
1,67.561201,65.941302
